No,drawtime,returntime,from,to,min,distance
SPB-03207,2019-05-01 0:14,2019-05-01 0:25,2359,2337,10,3430
SPB-04721,2019-05-01 0:02,2019-05-01 0:25,951,959,22,3520
SPB-03526,2019-05-01 0:13,2019-05-01 0:25,2302,2233,11,2200
SPB-08802,2019-05-01 0:02,2019-05-01 0:25,2302,2331,22,3540
SPB-02132,2019-05-01 0:02,2019-05-01 0:25,1008,1041,22,3520
SPB-03112,2019-05-01 0:15,2019-05-01 0:25,141,172,10,1840
SPB-19623,2019-05-01 0:22,2019-05-01 0:25,555,505,2,910
SPB-17245,2019-05-01 0:14,2019-05-01 0:25,2102,2107,11,1610
SPB-03699,2019-05-01 0:12,2019-05-01 0:26,1320,1360,13,2500
SPB-10724,2019-05-01 0:13,2019-05-01 0:26,704,706,12,1220
SPB-09151,2019-05-01 0:14,2019-05-01 0:26,1262,1293,10,1260
SPB-06595,2019-05-01 0:00,2019-05-01 0:26,1011,1050,25,1370
SPB-04159,2019-05-01 0:01,2019-05-01 0:26,906,907,24,2450
SPB-06696,2019-05-01 0:12,2019-05-01 0:26,1160,2702,13,2490
SPB-01625,2019-05-01 0:06,2019-05-01 0:26,117,116,19,3820
SPB-05698,2019-05-01 0:10,2019-05-01 0:26,2333,2359,15,3070
SPB-09911,2019-05-01 0:16,2019-05-01 0:26,3502,3500,9,1070
SPB-12148,2019-05-01 0:23,2019-05-01 0:26,262,275,3,340
SPB-15398,2019-05-01 0:23,2019-05-01 0:26,461,349,3,490
SPB-10787,2019-05-01 0:15,2019-05-01 0:26,1983,279,10,2210
SPB-14723,2019-05-01 0:22,2019-05-01 0:26,2139,2107,4,930
SPB-08304,2019-05-01 0:10,2019-05-01 0:26,1227,1288,16,1730
SPB-02188,2019-05-01 0:09,2019-05-01 0:26,1829,2156,16,2190
SPB-09593,2019-05-01 0:09,2019-05-01 0:26,1829,2156,16,2120
SPB-02405,2019-05-01 0:19,2019-05-01 0:26,207,223,6,1440
SPB-19938,2019-05-01 0:12,2019-05-01 0:26,2620,2619,14,2030
SPB-15121,2019-05-01 0:07,2019-05-01 0:26,2227,2104,19,2510
SPB-18590,2019-05-01 0:20,2019-05-01 0:26,3533,504,6,1110
SPB-08999,2019-05-01 0:17,2019-05-01 0:26,521,3511,8,1350
SPB-04670,2019-05-01 0:22,2019-05-01 0:26,2008,2007,4,1100
SPB-19472,2019-05-01 0:22,2019-05-01 0:26,2243,2241,4,960
SPB-02314,2019-05-01 0:12,2019-05-01 0:26,2145,2122,13,2420
SPB-05477,2019-05-01 0:16,2019-05-01 0:27,1231,515,10,2270
SPB-13569,2019-05-01 0:14,2019-05-01 0:27,1203,1245,12,2070
SPB-09664,2019-05-01 0:10,2019-05-01 0:27,1691,1634,16,2200
SPB-16247,2019-05-01 0:24,2019-05-01 0:27,1321,1322,2,630
SPB-17730,2019-05-01 0:08,2019-05-01 0:27,1251,1245,18,4070
SPB-19519,2019-05-01 0:07,2019-05-01 0:27,1277,1278,19,3380
SPB-10150,2019-05-01 0:16,2019-05-01 0:27,1449,1431,10,1410
SPB-15375,2019-05-01 0:09,2019-05-01 0:27,267,284,17,2550
SPB-14133,2019-05-01 0:19,2019-05-01 0:27,1636,1664,7,1000
SPB-18452,2019-05-01 0:23,2019-05-01 0:27,1013,1020,3,650
SPB-16459,2019-05-01 0:20,2019-05-01 0:27,3541,589,6,950
SPB-02360,2019-05-01 0:20,2019-05-01 0:27,2701,1192,6,0
SPB-13417,2019-05-01 0:21,2019-05-01 0:27,1057,1049,4,1110
SPB-17902,2019-05-01 0:21,2019-05-01 0:27,1244,1240,5,430
SPB-06847,2019-05-01 0:19,2019-05-01 0:27,1936,1937,7,1580
SPB-13225,2019-05-01 0:09,2019-05-01 0:27,1009,2604,17,1930
SPB-16156,2019-05-01 0:23,2019-05-01 0:27,1850,1840,3,770
SPB-13178,2019-05-01 0:18,2019-05-01 0:27,1264,1019,8,39010
SPB-14784,2019-05-01 0:13,2019-05-01 0:27,3501,500,13,2120
SPB-18786,2019-05-01 0:23,2019-05-01 0:27,1112,1163,4,730
SPB-14483,2019-05-01 0:17,2019-05-01 0:27,512,579,9,2170
SPB-11401,2019-05-01 0:12,2019-05-01 0:27,2274,2207,14,2860
SPB-16638,2019-05-01 0:18,2019-05-01 0:27,650,634,9,1100
SPB-04237,2019-05-01 0:12,2019-05-01 0:27,130,102,15,3580
SPB-06707,2019-05-01 0:19,2019-05-01 0:27,1041,1051,7,2120
SPB-07021,2019-05-01 0:17,2019-05-01 0:27,1974,1920,10,820
SPB-16276,2019-05-01 0:14,2019-05-01 0:27,207,258,13,118630
SPB-10242,2019-05-01 0:09,2019-05-01 0:28,2243,2250,17,3880
SPB-01627,2019-05-01 0:23,2019-05-01 0:28,1112,1163,4,830
SPB-18298,2019-05-01 0:10,2019-05-01 0:28,255,234,17,2640
SPB-03316,2019-05-01 0:19,2019-05-01 0:28,1511,1503,7,1480
SPB-18937,2019-05-01 0:23,2019-05-01 0:28,1547,1531,4,710
SPB-02876,2019-05-01 0:20,2019-05-01 0:28,1129,1125,6,1390
SPB-08713,2019-05-01 0:25,2019-05-01 0:28,1515,1546,2,480
SPB-06383,2019-05-01 0:16,2019-05-01 0:28,971,907,11,1440
SPB-09937,2019-05-01 0:24,2019-05-01 0:28,725,706,0,0
SPB-18456,2019-05-01 0:07,2019-05-01 0:28,1268,1047,20,4350
SPB-17550,2019-05-01 0:21,2019-05-01 0:28,529,648,6,960
SPB-11944,2019-05-01 0:05,2019-05-01 0:28,907,188,23,3480
SPB-03883,2019-05-01 0:25,2019-05-01 0:28,1368,1338,2,640
SPB-14621,2019-05-01 0:20,2019-05-01 0:28,762,704,8,1650
SPB-04933,2019-05-01 0:23,2019-05-01 0:28,838,820,4,490
SPB-15524,2019-05-01 0:14,2019-05-01 0:28,926,931,14,2050
SPB-06065,2019-05-01 0:20,2019-05-01 0:28,118,185,8,790
SPB-01777,2019-05-01 0:23,2019-05-01 0:28,2384,2377,4,1340
SPB-01139,2019-05-01 0:20,2019-05-01 0:28,2325,2373,7,1380
SPB-00794,2019-05-01 0:21,2019-05-01 0:28,2215,2290,7,750
SPB-17396,2019-05-01 0:17,2019-05-01 0:29,712,714,11,2100
SPB-06138,2019-05-01 0:19,2019-05-01 0:29,3506,3508,9,1500
SPB-11684,2019-05-01 0:11,2019-05-01 0:29,3522,646,16,1610
SPB-10054,2019-05-01 0:23,2019-05-01 0:29,2002,2070,6,1190
SPB-18853,2019-05-01 0:12,2019-05-01 0:29,1964,1987,16,2090
SPB-06654,2019-05-01 0:13,2019-05-01 0:29,1153,1160,15,1510
SPB-02853,2019-05-01 0:25,2019-05-01 0:29,2129,2159,4,730
SPB-16731,2019-05-01 0:08,2019-05-01 0:29,2176,2108,20,3350
SPB-08608,2019-05-01 0:19,2019-05-01 0:29,845,835,9,1970
SPB-07180,2019-05-01 0:06,2019-05-01 0:29,2213,2381,22,3800
SPB-03330,2019-05-01 0:19,2019-05-01 0:29,2165,2108,9,2300
SPB-15791,2019-05-01 0:17,2019-05-01 0:29,1654,1668,11,2780
SPB-13223,2019-05-01 0:24,2019-05-01 0:29,339,457,5,860
SPB-07685,2019-05-01 0:23,2019-05-01 0:29,1403,1416,6,1000
SPB-13026,2019-05-01 0:19,2019-05-01 0:29,845,835,10,1960
SPB-11405,2019-05-01 0:22,2019-05-01 0:29,1726,1709,7,1200
SPB-18654,2019-05-01 0:27,2019-05-01 0:29,1157,1157,2,0
SPB-07982,2019-05-01 0:22,2019-05-01 0:30,1616,1608,7,930
SPB-09255,2019-05-01 0:23,2019-05-01 0:30,1035,1034,5,670
SPB-11594,2019-05-01 0:18,2019-05-01 0:30,2136,2184,11,2200
SPB-16154,2019-05-01 0:24,2019-05-01 0:30,2219,2217,5,980
SPB-10355,2019-05-01 0:24,2019-05-01 0:30,2105,2106,5,900
SPB-13566,2019-05-01 0:20,2019-05-01 0:30,146,122,9,1620
SPB-02012,2019-05-01 0:21,2019-05-01 0:30,1531,1501,8,1480
SPB-08492,2019-05-01 0:11,2019-05-01 0:30,1657,1733,18,2560
SPB-05968,2019-05-01 0:12,2019-05-01 0:30,530,623,17,3570
SPB-06766,2019-05-01 0:23,2019-05-01 0:30,2177,1955,6,1350
SPB-05825,2019-05-01 0:08,2019-05-01 0:30,194,3101,21,4080
SPB-02499,2019-05-01 0:20,2019-05-01 0:30,539,648,9,1750
SPB-01933,2019-05-01 0:23,2019-05-01 0:30,3104,180,6,800
SPB-00401,2019-05-01 0:12,2019-05-01 0:30,421,407,17,2860
SPB-00379,2019-05-01 0:07,2019-05-01 0:30,1656,1650,22,2380
SPB-15128,2019-05-01 0:00,2019-05-01 0:30,1355,1355,29,1810
SPB-15106,2019-05-01 0:14,2019-05-01 0:30,1719,1723,15,2410
SPB-19866,2019-05-01 0:27,2019-05-01 0:30,3104,180,3,690
SPB-13530,2019-05-01 0:28,2019-05-01 0:30,949,947,1,360
SPB-10545,2019-05-01 0:16,2019-05-01 0:30,1930,1141,13,4150
SPB-13748,2019-05-01 0:13,2019-05-01 0:30,1349,1334,16,3150
SPB-12809,2019-05-01 0:26,2019-05-01 0:30,2102,2102,4,10
SPB-13284,2019-05-01 0:26,2019-05-01 0:30,340,1364,4,740
SPB-03146,2019-05-01 0:14,2019-05-01 0:31,816,820,15,2690
SPB-14743,2019-05-01 0:24,2019-05-01 0:31,1833,1814,6,1450
SPB-14824,2019-05-01 0:17,2019-05-01 0:31,1369,1354,13,2320
SPB-01458,2019-05-01 0:01,2019-05-01 0:31,104,293,29,3640
SPB-19906,2019-05-01 0:23,2019-05-01 0:31,1418,1438,7,1680
SPB-18268,2019-05-01 0:05,2019-05-01 0:31,1235,542,24,4470
SPB-06588,2019-05-01 0:22,2019-05-01 0:31,1985,1986,8,1790
SPB-14382,2019-05-01 0:08,2019-05-01 0:31,1268,1044,22,5710
SPB-19716,2019-05-01 0:16,2019-05-01 0:31,160,327,13,3190
SPB-18539,2019-05-01 0:26,2019-05-01 0:31,3518,3509,4,770
SPB-02138,2019-05-01 0:11,2019-05-01 0:31,1431,1441,19,2370
SPB-03151,2019-05-01 0:19,2019-05-01 0:31,1297,1212,11,1460
SPB-18019,2019-05-01 0:22,2019-05-01 0:31,252,2176,8,1780
SPB-03533,2019-05-01 0:12,2019-05-01 0:31,1001,1017,19,2510
SPB-07839,2019-05-01 0:18,2019-05-01 0:31,913,194,11,2930
SPB-07627,2019-05-01 0:22,2019-05-01 0:31,914,931,9,1550
SPB-06684,2019-05-01 0:10,2019-05-01 0:31,606,1405,20,3670
SPB-10287,2019-05-01 0:24,2019-05-01 0:31,1456,1425,6,990
SPB-07525,2019-05-01 0:10,2019-05-01 0:31,606,1405,21,3170
SPB-12713,2019-05-01 0:15,2019-05-01 0:31,1332,647,15,1700
SPB-11458,2019-05-01 0:14,2019-05-01 0:31,428,395,17,2570
SPB-12791,2019-05-01 0:17,2019-05-01 0:31,427,152,14,2900
SPB-14698,2019-05-01 0:09,2019-05-01 0:32,3541,2356,21,4040
SPB-18829,2019-05-01 0:24,2019-05-01 0:32,2701,1163,6,1240
SPB-14467,2019-05-01 0:06,2019-05-01 0:32,1706,1605,25,5690
SPB-13286,2019-05-01 0:25,2019-05-01 0:32,1641,1332,6,1250
SPB-18055,2019-05-01 0:23,2019-05-01 0:32,2222,2264,8,1250
SPB-01623,2019-05-01 0:10,2019-05-01 0:32,1705,1666,20,3660
SPB-05794,2019-05-01 0:25,2019-05-01 0:32,133,912,6,1370
SPB-07237,2019-05-01 0:24,2019-05-01 0:32,1692,1688,7,1020
SPB-08260,2019-05-01 0:14,2019-05-01 0:32,1036,1009,15,4090
SPB-05204,2019-05-01 0:24,2019-05-01 0:32,1192,1153,7,1480
SPB-14263,2019-05-01 0:29,2019-05-01 0:32,1293,1297,2,790
SPB-16120,2019-05-01 0:25,2019-05-01 0:32,1960,1914,6,1200
SPB-19935,2019-05-01 0:28,2019-05-01 0:32,346,431,4,780
SPB-13359,2019-05-01 0:01,2019-05-01 0:32,2015,234,30,2350
SPB-03683,2019-05-01 0:24,2019-05-01 0:32,3518,575,8,1410
SPB-15762,2019-05-01 0:24,2019-05-01 0:32,125,436,7,1320
SPB-19851,2019-05-01 0:23,2019-05-01 0:32,254,235,8,890
SPB-10660,2019-05-01 0:26,2019-05-01 0:32,701,703,5,1770
SPB-15641,2019-05-01 0:22,2019-05-01 0:32,1351,1303,9,1980
SPB-15861,2019-05-01 0:29,2019-05-01 0:32,2107,2140,3,770
SPB-10928,2019-05-01 0:28,2019-05-01 0:32,1269,1222,3,620
SPB-16801,2019-05-01 0:27,2019-05-01 0:32,1625,1653,5,990
SPB-16977,2019-05-01 0:07,2019-05-01 0:32,505,3506,25,4250
SPB-09850,2019-05-01 0:26,2019-05-01 0:32,2129,2122,6,960
SPB-10938,2019-05-01 0:18,2019-05-01 0:32,2139,2102,13,2230
SPB-06904,2019-05-01 0:16,2019-05-01 0:33,1449,634,16,2800
SPB-18028,2019-05-01 0:14,2019-05-01 0:33,1651,1636,18,2800
SPB-13251,2019-05-01 0:28,2019-05-01 0:33,1269,1222,4,830
SPB-12495,2019-05-01 0:08,2019-05-01 0:33,1611,1653,22,3700
SPB-08258,2019-05-01 0:28,2019-05-01 0:33,142,157,4,480
SPB-11870,2019-05-01 0:20,2019-05-01 0:33,1431,1610,11,1950
SPB-15626,2019-05-01 0:24,2019-05-01 0:33,1103,1106,8,970
SPB-19704,2019-05-01 0:25,2019-05-01 0:33,1650,1616,6,750
SPB-19382,2019-05-01 0:16,2019-05-01 0:33,210,283,16,2300
SPB-11159,2019-05-01 0:27,2019-05-01 0:33,147,830,5,870
SPB-16869,2019-05-01 0:16,2019-05-01 0:33,1929,722,16,3320
SPB-01963,2019-05-01 0:24,2019-05-01 0:33,1336,1361,8,1610
SPB-10246,2019-05-01 0:14,2019-05-01 0:33,2610,1248,18,2550
SPB-15133,2019-05-01 0:23,2019-05-01 0:33,1454,1413,9,2720
SPB-12074,2019-05-01 0:14,2019-05-01 0:33,1955,2109,19,51210
SPB-06041,2019-05-01 0:11,2019-05-01 0:33,906,912,22,3560
SPB-04062,2019-05-01 0:24,2019-05-01 0:33,807,819,8,1360
SPB-14699,2019-05-01 0:30,2019-05-01 0:33,1456,1402,2,680
SPB-05446,2019-05-01 0:26,2019-05-01 0:33,828,846,7,960
SPB-05933,2019-05-01 0:26,2019-05-01 0:33,2701,1113,6,0
SPB-15007,2019-05-01 0:30,2019-05-01 0:33,169,177,3,710
SPB-17908,2019-05-01 0:01,2019-05-01 0:33,512,374,31,4700
SPB-14490,2019-05-01 0:22,2019-05-01 0:33,1430,1454,11,1960
SPB-02953,2019-05-01 0:22,2019-05-01 0:33,1430,1454,10,1980
SPB-19733,2019-05-01 0:13,2019-05-01 0:33,1017,1215,18,3210
SPB-10273,2019-05-01 0:23,2019-05-01 0:33,163,956,9,1500
SPB-18099,2019-05-01 0:18,2019-05-01 0:33,1610,1429,15,2810
SPB-02284,2019-05-01 0:27,2019-05-01 0:33,1635,1654,6,1310
SPB-14040,2019-05-01 0:30,2019-05-01 0:33,1159,1159,3,130
SPB-06926,2019-05-01 0:24,2019-05-01 0:33,514,512,8,1800
SPB-14734,2019-05-01 0:22,2019-05-01 0:33,222,259,11,1500
SPB-14678,2019-05-01 0:24,2019-05-01 0:33,828,399,9,1780
SPB-08900,2019-05-01 0:12,2019-05-01 0:33,156,150,21,3160
SPB-09727,2019-05-01 0:23,2019-05-01 0:34,204,216,9,830
SPB-11969,2019-05-01 0:14,2019-05-01 0:34,590,3504,18,550
SPB-19495,2019-05-01 0:20,2019-05-01 0:34,815,844,13,2400
SPB-09800,2019-05-01 0:16,2019-05-01 0:34,3541,512,16,2030
SPB-07946,2019-05-01 0:23,2019-05-01 0:34,103,113,9,1130
SPB-13933,2019-05-01 0:13,2019-05-01 0:34,1286,1243,20,2940
SPB-10885,2019-05-01 0:02,2019-05-01 0:34,342,524,30,6120
SPB-15520,2019-05-01 0:11,2019-05-01 0:34,1506,1737,22,3410
SPB-06831,2019-05-01 0:28,2019-05-01 0:34,195,183,5,950
SPB-10741,2019-05-01 0:13,2019-05-01 0:34,1035,1049,20,3320
SPB-06610,2019-05-01 0:28,2019-05-01 0:34,1440,1446,5,620
SPB-19614,2019-05-01 0:14,2019-05-01 0:34,1955,2140,19,3580
SPB-04380,2019-05-01 0:31,2019-05-01 0:34,907,958,3,0
SPB-17123,2019-05-01 0:05,2019-05-01 0:34,1124,1129,28,2030
SPB-13832,2019-05-01 0:05,2019-05-01 0:34,1127,737,28,4240
SPB-19106,2019-05-01 0:05,2019-05-01 0:34,2173,2157,28,2930
SPB-15364,2019-05-01 0:26,2019-05-01 0:34,1359,1339,7,1520
SPB-19202,2019-05-01 0:00,2019-05-01 0:34,258,700,33,8340
SPB-08974,2019-05-01 0:10,2019-05-01 0:34,3103,165,23,4310
SPB-18775,2019-05-01 0:08,2019-05-01 0:34,2701,1191,25,2170
SPB-12372,2019-05-01 0:14,2019-05-01 0:34,1955,2140,17,3880
SPB-03643,2019-05-01 0:20,2019-05-01 0:34,1125,1129,13,1410
SPB-16612,2019-05-01 0:04,2019-05-01 0:34,2701,1191,30,2850
SPB-17754,2019-05-01 0:22,2019-05-01 0:34,641,568,12,1870
SPB-11152,2019-05-01 0:08,2019-05-01 0:34,1702,1692,26,3450
SPB-11082,2019-05-01 0:27,2019-05-01 0:34,762,232,6,1010
SPB-09942,2019-05-01 0:20,2019-05-01 0:34,1669,1669,13,2090
SPB-04848,2019-05-01 0:24,2019-05-01 0:34,183,165,10,2070
SPB-15653,2019-05-01 0:28,2019-05-01 0:34,1414,1447,5,910
SPB-14200,2019-05-01 0:08,2019-05-01 0:35,1212,1020,26,4620
SPB-11787,2019-05-01 0:11,2019-05-01 0:35,660,1313,23,4480
SPB-14796,2019-05-01 0:29,2019-05-01 0:35,1444,602,5,1200
SPB-16370,2019-05-01 0:15,2019-05-01 0:35,275,1140,19,2730
SPB-06806,2019-05-01 0:25,2019-05-01 0:35,752,719,8,1360
SPB-07666,2019-05-01 0:01,2019-05-01 0:35,3518,3510,33,2620
SPB-18598,2019-05-01 0:21,2019-05-01 0:35,2107,2177,12,3280
SPB-12991,2019-05-01 0:23,2019-05-01 0:35,1611,1684,10,1860
SPB-01413,2019-05-01 0:20,2019-05-01 0:35,2069,2020,14,2150
SPB-11898,2019-05-01 0:33,2019-05-01 0:35,1974,1974,2,0
SPB-03086,2019-05-01 0:16,2019-05-01 0:35,1669,1620,18,2570
SPB-00173,2019-05-01 0:29,2019-05-01 0:35,1320,1375,5,1240
SPB-08325,2019-05-01 0:29,2019-05-01 0:35,1530,1742,5,670
SPB-09549,2019-05-01 0:30,2019-05-01 0:35,2111,2122,4,670
SPB-05144,2019-05-01 0:29,2019-05-01 0:35,1737,1533,5,1390
SPB-12106,2019-05-01 0:17,2019-05-01 0:35,709,737,16,1680
SPB-06995,2019-05-01 0:15,2019-05-01 0:35,1295,1221,19,1920
SPB-05229,2019-05-01 0:07,2019-05-01 0:35,756,1141,27,5000
SPB-12454,2019-05-01 0:32,2019-05-01 0:35,3541,3541,2,40
SPB-06371,2019-05-01 0:29,2019-05-01 0:35,1015,1044,6,0
SPB-19696,2019-05-01 0:23,2019-05-01 0:35,503,502,11,1420
SPB-19826,2019-05-01 0:23,2019-05-01 0:35,1293,1251,12,1480
SPB-14829,2019-05-01 0:17,2019-05-01 0:35,1706,1734,17,2150
SPB-02103,2019-05-01 0:28,2019-05-01 0:35,3519,642,6,1030
SPB-16998,2019-05-01 0:11,2019-05-01 0:35,3541,549,23,3480
SPB-07471,2019-05-01 0:19,2019-05-01 0:35,329,846,14,2960
SPB-05903,2019-05-01 0:26,2019-05-01 0:35,2335,2359,8,1720
SPB-06157,2019-05-01 0:24,2019-05-01 0:35,1169,272,10,3430
SPB-14268,2019-05-01 0:23,2019-05-01 0:35,503,502,11,1080
SPB-02456,2019-05-01 0:31,2019-05-01 0:35,1851,1806,3,800
SPB-05105,2019-05-01 0:15,2019-05-01 0:35,182,101,20,2400
SPB-14411,2019-05-01 0:18,2019-05-01 0:35,1425,1420,17,5670
SPB-04683,2019-05-01 0:23,2019-05-01 0:35,1372,530,12,2330
SPB-11165,2019-05-01 0:24,2019-05-01 0:35,1024,1002,10,1560
SPB-02378,2019-05-01 0:08,2019-05-01 0:35,1688,1723,26,3460
SPB-15386,2019-05-01 0:32,2019-05-01 0:35,1601,1334,2,410
SPB-15109,2019-05-01 0:09,2019-05-01 0:35,207,293,26,57330
SPB-16620,2019-05-01 0:29,2019-05-01 0:35,1302,1365,6,980
SPB-07303,2019-05-01 0:17,2019-05-01 0:36,102,131,17,4000
SPB-05626,2019-05-01 0:12,2019-05-01 0:36,311,3514,23,5210
SPB-08095,2019-05-01 0:26,2019-05-01 0:36,1657,1721,9,700
SPB-10789,2019-05-01 0:30,2019-05-01 0:36,1625,1656,5,830
SPB-18963,2019-05-01 0:04,2019-05-01 0:36,101,244,30,4980
SPB-09668,2019-05-01 0:16,2019-05-01 0:36,1920,2177,18,4390
SPB-09053,2019-05-01 0:22,2019-05-01 0:36,131,930,13,2320
SPB-12070,2019-05-01 0:09,2019-05-01 0:36,1271,1047,25,4310
SPB-18440,2019-05-01 0:30,2019-05-01 0:36,342,344,5,970
SPB-03567,2019-05-01 0:25,2019-05-01 0:36,1268,1024,10,2060
SPB-05991,2019-05-01 0:25,2019-05-01 0:36,106,152,10,2110
SPB-07622,2019-05-01 0:05,2019-05-01 0:36,574,617,28,43260
SPB-17124,2019-05-01 0:32,2019-05-01 0:36,1286,1290,3,0
SPB-13822,2019-05-01 0:20,2019-05-01 0:36,164,138,15,3350
SPB-00556,2019-05-01 0:15,2019-05-01 0:36,1269,2620,20,2420
SPB-00292,2019-05-01 0:22,2019-05-01 0:36,1372,361,13,2470
SPB-08246,2019-05-01 0:19,2019-05-01 0:36,268,109,16,2550
SPB-08569,2019-05-01 0:07,2019-05-01 0:36,207,293,27,3370
SPB-06116,2019-05-01 0:17,2019-05-01 0:36,3509,543,18,4110
SPB-18006,2019-05-01 0:07,2019-05-01 0:36,1210,1256,28,4090
SPB-16471,2019-05-01 0:16,2019-05-01 0:36,1129,1166,19,3520
SPB-17033,2019-05-01 0:31,2019-05-01 0:36,230,275,4,1230
SPB-16533,2019-05-01 0:16,2019-05-01 0:36,3514,1355,19,3420
SPB-14899,2019-05-01 0:31,2019-05-01 0:36,2380,2315,4,1290
SPB-12804,2019-05-01 0:23,2019-05-01 0:36,530,434,12,1290
SPB-04566,2019-05-01 0:17,2019-05-01 0:36,543,1264,18,5150
SPB-05451,2019-05-01 0:19,2019-05-01 0:36,2102,2139,17,2750
SPB-07069,2019-05-01 0:19,2019-05-01 0:36,1222,1249,16,1500
SPB-08221,2019-05-01 0:29,2019-05-01 0:36,656,640,6,680
SPB-13952,2019-05-01 0:27,2019-05-01 0:36,587,3541,9,1380
SPB-18926,2019-05-01 0:32,2019-05-01 0:36,1914,1958,4,640
SPB-10925,2019-05-01 0:03,2019-05-01 0:36,2058,262,32,3890
SPB-04345,2019-05-01 0:32,2019-05-01 0:37,2136,2109,4,700
SPB-02680,2019-05-01 0:30,2019-05-01 0:37,1914,1958,6,780
SPB-03239,2019-05-01 0:26,2019-05-01 0:37,2372,2396,9,1800
SPB-18296,2019-05-01 0:24,2019-05-01 0:37,2177,2015,11,2900
SPB-03924,2019-05-01 0:31,2019-05-01 0:37,951,931,5,1830
SPB-08309,2019-05-01 0:17,2019-05-01 0:37,1222,1248,18,3420
SPB-06588,2019-05-01 0:31,2019-05-01 0:37,1986,2115,5,1000
SPB-02120,2019-05-01 0:28,2019-05-01 0:37,3520,552,8,1440
SPB-17797,2019-05-01 0:15,2019-05-01 0:37,648,635,21,3110
SPB-15242,2019-05-01 0:26,2019-05-01 0:37,634,1332,10,2620
SPB-12549,2019-05-01 0:30,2019-05-01 0:37,536,536,6,500
SPB-09540,2019-05-01 0:19,2019-05-01 0:37,1105,1103,16,1580
SPB-12153,2019-05-01 0:15,2019-05-01 0:37,934,133,20,2230
SPB-08267,2019-05-01 0:09,2019-05-01 0:37,646,1434,27,3400
SPB-05207,2019-05-01 0:04,2019-05-01 0:37,1668,1669,32,2510
SPB-19809,2019-05-01 0:33,2019-05-01 0:37,1671,1602,4,1180
SPB-18385,2019-05-01 0:26,2019-05-01 0:37,2102,2144,11,1810
SPB-12830,2019-05-01 0:14,2019-05-01 0:37,2070,841,20,3440
SPB-11003,2019-05-01 0:33,2019-05-01 0:37,1601,1663,4,630
SPB-07663,2019-05-01 0:30,2019-05-01 0:37,1690,1688,6,910
SPB-13336,2019-05-01 0:26,2019-05-01 0:37,551,546,10,1660
SPB-05069,2019-05-01 0:30,2019-05-01 0:37,634,1451,6,1510
SPB-14535,2019-05-01 0:27,2019-05-01 0:37,739,1146,9,1480
SPB-02636,2019-05-01 0:26,2019-05-01 0:37,1657,1650,11,2250
SPB-18338,2019-05-01 0:12,2019-05-01 0:37,2070,841,25,3610
SPB-06022,2019-05-01 0:28,2019-05-01 0:37,2247,2274,8,2430
SPB-06736,2019-05-01 0:22,2019-05-01 0:37,516,584,15,2850
SPB-01609,2019-05-01 0:05,2019-05-01 0:37,348,163,32,4940
SPB-12313,2019-05-01 0:32,2019-05-01 0:37,1344,1358,4,860
SPB-08463,2019-05-01 0:18,2019-05-01 0:37,2362,510,19,0
SPB-15473,2019-05-01 0:32,2019-05-01 0:37,3518,584,4,1300
SPB-04193,2019-05-01 0:34,2019-05-01 0:37,2246,2263,2,690
SPB-19504,2019-05-01 0:13,2019-05-01 0:37,2210,2228,22,3680
SPB-17005,2019-05-01 0:24,2019-05-01 0:37,1346,1319,13,0
SPB-08339,2019-05-01 0:22,2019-05-01 0:37,1259,1210,14,3230
SPB-02469,2019-05-01 0:28,2019-05-01 0:38,638,623,9,1050
SPB-17151,2019-05-01 0:24,2019-05-01 0:38,1602,1616,13,2510
SPB-00751,2019-05-01 0:31,2019-05-01 0:38,1928,1957,6,1250
SPB-06611,2019-05-01 0:18,2019-05-01 0:38,3533,3536,19,1610
SPB-19452,2019-05-01 0:29,2019-05-01 0:38,1336,1352,8,1130
SPB-12197,2019-05-01 0:27,2019-05-01 0:38,1240,1256,10,1830
SPB-18982,2019-05-01 0:19,2019-05-01 0:38,537,557,17,2030
SPB-06280,2019-05-01 0:33,2019-05-01 0:38,1035,1041,4,850
SPB-14016,2019-05-01 0:30,2019-05-01 0:38,1035,1041,7,860
SPB-05256,2019-05-01 0:31,2019-05-01 0:38,549,3518,6,1260
SPB-11748,2019-05-01 0:26,2019-05-01 0:38,104,116,11,1870
SPB-03253,2019-05-01 0:35,2019-05-01 0:38,949,947,2,360
SPB-03592,2019-05-01 0:24,2019-05-01 0:38,1337,363,14,2020
SPB-19128,2019-05-01 0:13,2019-05-01 0:38,1907,1824,24,3950
SPB-02758,2019-05-01 0:23,2019-05-01 0:38,3107,179,14,2530
SPB-14484,2019-05-01 0:34,2019-05-01 0:38,242,257,3,1000
SPB-09368,2019-05-01 0:24,2019-05-01 0:38,1530,1506,14,910
SPB-06813,2019-05-01 0:28,2019-05-01 0:38,3541,3536,9,2150
SPB-05091,2019-05-01 0:12,2019-05-01 0:38,3541,549,25,3480
SPB-13623,2019-05-01 0:11,2019-05-01 0:38,637,609,26,6260
SPB-12022,2019-05-01 0:34,2019-05-01 0:38,2136,2109,3,420
SPB-09235,2019-05-01 0:31,2019-05-01 0:38,302,314,6,590
SPB-06722,2019-05-01 0:31,2019-05-01 0:38,302,314,6,1040
SPB-08132,2019-05-01 0:15,2019-05-01 0:38,3502,516,22,2630
SPB-16093,2019-05-01 0:35,2019-05-01 0:38,2372,2321,2,214390
